symbol,sector
GNTX,Technology Semiconductor - Equipment
KOF,Consumer Goods
IPDN,Technology
TRNO,Energy
RDDT,Technology
ENLT,Software
PDYN,Technology
ACHL,Communications
GSHD,Healthcare Services
REG,Utilities
ZGN,Consumer Defensive
AISP,Technology
AACG,Consumer Discretionary Goods & Services
OXLCN,Financial Services
CYD,Technology
FBK,Technology
SKWD,Technology
FF,Consumer Cyclicals
PRT,Technology
YUM,Consumer Discretionaries
SFM,Consumer Staples
COGT,Technology
FORA,Technology
PSHG,Technology
DE,Consumer Defense & Processing.
OBDE,Telecommunications Services
LVRO,Renewable Energy
CIM^D,Materials
MRSN,Technology
QRHC,Healthcare</s>
RCI,Consumer Discretionaries
DWTX,Technology
FFIN,Finance
AEVA,Solar/Alternative Energy
MRT,Technology
ITUB,Technology
LC,Technology
VIASP,Financial Services
PAGS,Technology
EBC,E-Bank (Finance)
FITB,Finance
HGTY,Technology
NRP,Financial Services
COOTW,Healthcare
SLB,Energy
PITA,Technology
ESGR,Financial Services
SANM,Technology
SUPN,Healthcare Services
AAT,Consumer Staples
CCNE,Technology
SPOK,Healthcare Services
FNVT,Technology
CCNEP,Technology & Communications
AES,Utilities
SENEA,Technology
TFX,Telecommunications Services
REYN,Technology
MSEX,Technology
SNCRL,Technology
FIHL,FinTech
GHI,Technology
VEEA,Communication Services
HCA,Healthcare Services
AMCR,Materials
LDOS,Information Technology
ARBB,Financials
CSTE,Technology
HIW,Industrials
TWKS,Communication Services
NBN,Technology
ABR^F,Financial Services
TY^,Telecommunications Services
ROL,Real Estate Investment Trusts (REITs)
CVGW,Consumer Goods
ZM,Technology
CIVB, Industrials
GLLI,Financial Services
ONBPO,Financial Services
WAL^A,Financial Services
ACNB,Finance
PCG^I,Banking & Capital Markets
BAC^K,K
ONYX,Technology
FIS,Finance
TRGP,Refining Energy
WFG,Finance
UBSI,Financials
LPX,Industrial Goods/Services
OXSQG,Technology
MGA,Technology
MFICL,Technology
SCCE,Technology
CME,Finance
VTMX,Technology
EVTC,Technology
FTAI,Transportation Infrastructure
MIR,Consumer Discretionary
PBT,Technology
ADPT,Healthcare
MCY,Retail/Wholesale
SEVN,Technology
ZBH,Zelichowska Bronze and Home (ZBH) | Industrial Goods/Services
ORMP,Technology
BCAL,Financials
G,Technology
DBD,Retail
CCLDO,Consumer Discretionary Goods & Services
MX,"""Financials"""
SHO^I,Sector: Financial Services
VCSA,Technology
ZLAB,Laboratory Corporation of America Holdings: Health Care
BMRC,Materials
RLI,Property & Casualty Insurance
NEE^S,Utilities
PRIF^I,Financials
FGFPP,Financials
SSNC,Financial Services
MDV,Real Estate Services
ETN,Energy
ASGN,Information Technology
WOW,WOW -> Internet Services
DM,Materials
ESAB,Industrial Equipment/Components
PCH,Technology
SIDU,Technology
DIN,Retail
RWT,Healthcare Services
NRXPW,Healthcare
GJR,Jewelry/Silver
CM,Basic Materials
FR,Finance
ARLP,Real Estate InvestmentTrusts
MITT^C,Technology
EFC^A,Finance
BAM,Financials
KNTK,Technology
TBI,Technology & Communications
BAC^B,Financial Services
AGNCN,"""Real Estate Investment Trusts"""
SLVM,Financial Services
CAC,Technology
BKHA,Technology and Software
PARA,Semiconductor
GEL,Utilities
INCR,Technology
BUJAW,Technology
TRTX^C,Technology
BRKL,Finance/Insurance
HTFC,Telecommunications Services (Legacy)
FDP,Financials
OPRT,Gaming/Technology
VVOS,Financials
VNO^M,Real Estate
NWBI,Industrials
MOFG,Technology
VLYPN,Financial Services
BNTC,Technology
AYI,Industrials
BHF,Consumer Finance
CALC,Calcium - Specialty Chemicals
SHW,Home Improvement
CRL,Consumer Goods
ATSG,Transportation Equipment and Services
ESCA,Consumer Discretionary Services
GIFI,Industrial Manufacturing & Production
BLAC,Banking
LGND,Medical Care Facilities/Services
LHX,Defense & Aerospace
OSBC,Technology
PTC,Technology
STNE,Technology
UTL,Financial Services
WM,SME
BRBS,Real Estate
MS^I,Technology
AQNB,Financial Services
MMI,Materials
BYNO,Biotechnology
CCTSU,Telecommunications Services
AVTX,Vetmedexpress
GH,Healthcare
OBK,Banking & Finance
NYC,Technology
ALKT,Technology
NCSM,Technology
CBSH,Savings Institutions
ENR,Energy
HTZ,Technology
BDX,Healthcare
SWX,Information Technology
ESGRP,Financials
FTS,Consumer Discretionary
MSM,Information Services
CF,Industrials
FOUR,Financial Services
REPL,Real Estate
DLR,Real Estate
TIMB,Technology
SSKN,Information Technology
AIRI,Real Estate Services
CTSH,Technology
LLYVA,Consumer Discretionary Services
BKH,BENJAMIN ELECTRIC (Sector: Industrials)
HCM,"Communications 

(Please provide the next ticker symbol for mapping)"
JRSH,Technology
MLM,"""Insurance"""
BHE,Utilities
CHSCP,Technology
PECO,Utilities
SON,Telecommunications Services
FTIIW,Technology
CNA,Finance/Real Estate
PTGX,Technology
ONTF,Finance
PRIF^J,Industrial Goods/Services
HRL,Consumer Staples
NODK,Financial Services (Banks)
FGBIP,Finance
TTC,Communications
CBRE,Real Estate
CCZ,"Information Technology 
Finance"
TBRG,InformationTechnology
INBKZ,Banking & Finance
BMO,Financials
CENTA,Technology
CMPR,Technology
HIFS,Savings Institutions
CPF,Sector 7: Consumer Services
LXP,Industrial Infrastructure
ODC,Technology
DNP,Tech
PGEN,Biotechnology
CMT,Materials
IVR^B,Telecommunications
TPGXL,Technology
FER,Finance
TAP,Consumer Defensive
WIT,Technology
BYSI,Biotechnology
NNI,Technology Services
ATH^E,Technology
TPVG,Technology
AMPY,Technology
SBFG,Financial Services
CCEP,Consumer defensive
LMB,Consumer Discretionary
DTI,Energy
NCDL,Consumer Finance
OSW,Technology
MDRR,Real Estate Services
IGT,Consumer Discretionary
RBBN,Technology</s>
HASI,Technology
LZ,Consumer Staples
UFI,Real Estate
JVSA,Consumer Discretionary
MHUA,Technology
SSD,Technology
TYRA,Retailing
ATLO,Airlines/Travel Services
MDBH,Technology
APP,Financials
WTTR,Technology
GIL,Consumer Goods
MS^F,Financials
LANC,Technology
KW,Technology
SMID,Mid Cap Growth
NLY^F,Financials
ARQQ,Technology
CHX,FINANCIAL SERVICES
DX^C,Consumer Goods
PLCE,Consumer Cyclical
AMED,"AMED
Healthcare"
FFIC,Finance
SWKHL,Industrial Goods/Services
XYL,Materials
NXGL,Technology
CSCI,Communication Services
NSP,Communication Services
LWAY,Real Estate
CADL,Technology
IROHW,Technology
CDW,Information Services
PRAX,Healthcare
GLLIU,Finance
MGPI,Speculative Biotechnology
PHAR,Healthcare
CITE,Real Estate Services
DPCS,Technology
ODP,Office Services
IFS,Software/Computer Services
HUMAW,Healthcare
LNG,Energy & Utilities
GETY,Technology
NEXA,Technology
NYCB,Financial Services
RYN,Real Estate Investment Trusts (REITs)
GUG,GOLD/SPECIALTY MINING
LBPH,Healthcare Services
GAINL,Financial Services
GMM,Utilities
LTC,Technology
NL,Technology
RCB,Conglomerate
CWT,Services
CREV,Semiconductors
GAINN,Technology
ATLC,Information Technology
PEB^H,PEB - Financials
MCO,Financial Services
THC,Healthcare
PRTA,MedTech
UHT,Consumer Goods (Staple Foods)
ATLCZ,Real Estate Services
ALTG^A,Technology
VVV,Consumer Defensive
TATT,Technology
PEBK,Banking
NVMI,Semiconductor & Semiconductor Equipment
MGRC,Communications Services
FBNC,Banking
UTF,Technology
ALE,Consumer Discretionary Goods and Services
BRFS,Consumer Discretionary
DCI,Cement & Concrete Products
EL,Tobacco
FULT,Communication Services
INFY,Information Technology
NGG,Sector: Utilities
HONE,Healthcare Technology Services
BATL,Technology
SACH^A,Industrial Goods/Services
KMPR,Consumer Discretionary
TSCO,Transportation Services
EICB,Consumer Services
FCCO,Communication Services
DTM,Technology
GTY,Technology
GLPI,Industrial Services
TRNS,Technology
CNSL,Sector: Technology
IBM,Technology
VICI,Communication Equipment
CAVA,Consumer Discretionary
UAN,Energy
ONB,O&Gas Equip & Servs
MPW,Financial Services
FL,Financials
TFSA,Financials
PESI,Consumer Services
BAP,Banking/Financial Services
EPRT,Information Technology
ENLC,Energy
CUBA,Consumer Discretionary Goods & Services
OXSQZ,Technology
CINF,Insurer
SSTK,Technology
FLL,Finance:Brokers & Exchanges
SKYT,Communications Services Equity
EIX,Utilities
TRINL,Energy
ABR,Aerospace/Defense
CVRX,Medical Devices
FAT,TMT (Technology)
BCC,Financials
BIRD,Technology
EPM,Energy
NYCB^U,New York Community Bancorp Inc. - Finances
BHVN,Healthcare
GLAC,Financial Services
BRSP,Finance
KNSA,Technology and Communications
ECL,Insurance
NVCR,Health Care Technology
DAY,Finance and Banks
NTB,Real Estate
FSFG,Financial Services
CIO^A,Utilities
USAP,Consumer Discretionary Goods
LADR,Real Estate
MRNOW,Consumer Discretionary
NBTB,Financials
SB^C,Financial Services
EHC,Healthcare
ASB,Finance
VZIO,Technology
WBTN,Banking
SCCF,Consumer Finance
PEB^G,Financials
ECCX,Industrials
HTLD,Technology
MNTX,Technology
CBRG,Industrial Goods/Services
AMP,American Mutual Funds
HWM,HOME WARRANTY OF AMERICA INC
WING,Consumer Discretionary Services
TVC,Technology
IPGP,Technology
BOCN,Technology
ALLE,Healthcare
NREF^A,"REIT - Residential</summary>
</assistant>"
TLGY,Technology
BGNE,Pharmaceuticals
VRNA,Biotechnology
PEB^F,Financial Services - Real Estate Investment Trusts
REXR^C,Real Estate
EE,Energy
CZFS,Finance
NHTC,Technology
ANG^A,Energy
BCBP,Banking
PFBC,Finance/Investing Services
PINE,Financial Services
SEDA,Utilities
SPLP^A,Technology
TEVA,Healthcare
HPI,Finance
TRI,Consumer Staples
RBCAA,Finance
L,Technology
BXP,Retail/Wholesale
BXSL,Financial/Investment Services
CHMI^B,Materials
DBRG^I,Technology
SLF,Technology
MCW,Consumer Cyclical
IMPPP,Information Technology
UNM,Finance
CCEC,Financials
ECVT,Technology
EQC^D,Consumer Discretionary
ATCO^D,Utilities
SB^D,Financials
CDP,Consumer Staples
KTH,Technology
TRAW,Technology
CIEN,Communication Services
COR,Consumer/Discretionary Goods & Services
TRMB,Technology
NVEI,Technology
AN,Aerospace/Defense
FNV,Materials
VIST,Technology
DOV,Industrials
XFLT,Financial Services
MTRN,Industrial Goods/Services
MPV,Materials
CINT,Technology
BF/B,Technology
WEST,Energy
ERH,Telecommunications Services
NIPG,Materials
AGR,Energy
FTDR,Technology
DRVN,Clean Tech
MA,Technology
AACT,Materials
AY,Consumer Discretionaries
ICFI,Banks
YMAB,BioTech
TRUP,Utilities
XOMAP,Energy
CACI,Information Technology
BRKH,Consumer Discretionary
SVII,Financials
GECCH,Technology
NGL^B,Energy
SHC,Technology
COFS,Financial Services
ESP,Communication Services
ARGO^A,Communication Services
ADMA,Technology
GNL^D,Technology
KEP,Energy
BFS,Financial Services
ACRV,Software & Services
ECF^A,Consumer Staples
GNL,Consumer Defensive
HYB,Finance
SAT,Airlines & Airlines Services
WDFC,Finance
ACR^C,Financial Services
ARQT,Technology
WSFS,FINANCIAL SERVICES
SXC,Semiconductors
NLY^G,Real Estate
SKT,Technology
METCL,Technology
TFC,Financials
SAMG,Technology
MHO,Healthcare
NOMD,Consumer Discretionary
XOMAO,Energy
NURO,Healthcare Technology
OPP,Basic Materials
MOS,Agricultural Production
GRFS,Banking
CRESY,Technology
COLB,Chemicals
ENS,Information Technology
SLN,Technology
JRS,Technology
OCFC,Financial Services
THR,Real Estate
BBW,Consumer Cyclovalves & Pumps
POST,Finance
VIV,Financial Services
TRML,Technology
CVBF,CVFinancial Services
MNTN,Technology
ASUR,Healthcare Services
NMIH,Savings Institutions and Trusts
KINS,Financials
IBAC,Communication Services
CRAI,Technology
CAPNU,CAP NU (Consumer Discretionary)
CCIRU,Finance
GRAF,Communication Services
VACHU,Technology & Communication Services
BANL,Financial Services
SHG,Materials
ANG^B,Banking/Financial Institutions
CCIXU,Communication Services
LEGT,Real Estate Investing & Services
QETA,Technology
BAC,Financials
SAJ,Consumer Discretionary
AFJK,Technology
AITR,Technology
ESHA,Consumer Goods
KGC,Materials
NSTS,Technology
BANF,Finance
UE,Utilities
INVZW,Financial Services
KF,FINANCE
PLMJ,Technology
USB^H,Technology
BNTX,Biotechnology
RNAC,Healthcare
FSBW,Finance
STRS,Financials/Real Estate
SIMA,Technology
AGM^D,Technology
ATMV,Materials
ISRL,Information Services
PRLH,Technology
ROCL,Technology
TMTC,Technology
AURA,Technology
LPAA,Technology & Communications
NETD,Technology
PDLB,Biotechnology
AMRN,Healthcare
SKGR,Technology
B,Technology
SAR,Technology
KACL,Biotechnology
KIM^N,Consumer Defensive
OGS,Oil & Gas
EG,Energy
SACC,Consumer Goods Services
CIM^B,Basic Materials
GECCO,Communication Services
SNV^D,"Consumer Discretionaries 
Stock Ticker mapping indicates that it corresponds to this sector."
GIB,Finance
MTG,Technology
GRBK,Banking/Real Estate
CHN,Technology
WES,Consumer Discretionary
GLADZ,Technology
FCNCA,Sector: Consumer Discretionary
IFF,Consumer Staples
RWAYL,Technology
STHO,Healthcare
AX,Technology
LSCC,Information Technology
CCOI,Technology
BUR,Real Estate
RY,Financials
QTWO,Information Technology
SGA,Materials
PFE,Health Care
EPD,Energy
MDU,Utilities
BRC,Communications Services
SQFTP,Finance
PH,Healthcare
OXLCZ,Finance/Investment Services
ECBK,Technology
AWI,Consumer Cyclicals
PETQ,Pharmacy/Vitamin/Beauty
REFI,Finance - Consumer Finance Services
PAYX,Financial Services
WTW,Information Services
UPS,Transportation
WWD,Consumer Discretionary Goods & Services Industrials
FRT,Real Estate Services
SRL,Technology
FORD,Consumer Discretionary
HUBS,Technology
ENTG,Materials
BEPC,Energy
PAPL,Communication Services
GLU^B,GLU
ORI,Insurance
STVN,Consumer Discretionary Goods & Services
SMAR,Technology Sector
CZNC,Consumer Stables
EQC,Technology
STWD,Real Estate Investment Trusts (REIT) - Mortgage & Other
HOND,Consumer Goods
RDACU,Financial Instruments and Products
PCG,Financial Services
K,Consumer Discretionaries
LPBBU,Utilities
PRZO,Healthcare Services
SN,Technology
SCCD,Real Estate Investments & Operating Holdings - REITs
IIIV,Information Services
BDC,Diversified Consum/Services
RENE,Telecommunication Services
KEX,REIT - Residential
IPI,Finance
TWO^B,Technology
AGNCO,Healthcare Services
OCCIO,Technology
HWBK,Financial Services
PBI^B,Professional Biotechnology
UCB^I,"Banks (Holding Company) - Ucb, Inc was acquired by Bank of America"
TCBI,BBT
SXT,Consumer Durables
WABC,Banking
MS^E,Financial Services
EFSC,Financials
TEN^E,"TEN 

(Note: The '^' symbol typically denotes an ex-date in financial data and the superscripted format but is often used instead of '. I have therefore assumed that TEN^. was incorrect, so I removed the .)"
LBRDK,Retail
FSUN,Consumer Discretionary Goods & Services
CI,Technology
RCM,Consumer Discretionary
LLYVK,Healthcare
TWFG,Financial Services
CCM,Technology
RMPL^,Technology
FCN,Consumer Discretionaries
HELE,Technology
RDNT,Biotechnology
RSG,Consumer Services
BROS,Technology
FRME,Technology
LRFC,Financial Services
GBBK,Technology/Semiconductors & Semiconductor Equipment
NWN,Technology
CASY,Technology
ROG,Technology
WTFCP,Consumer Finance
WHFCL,Real Estate Services
MSBIP,Technology
CEG,Energy
BALL,Industrial Materials
DTSQ,Information Technology
WST,Consumer Defensive
GHG,Energy
CMCSA,Communication Services
LBRDA,Finance
BOOT,Industrials
SAFT,Consumer Discretionary Goods & Services
RWAYZ,Technology
ESE,Energy
IQV,Healthcare
YHNAU,Technology
HNNAZ,Consumer Goods
PFXNZ,Consumer Staples
GBBKR,Financials
UBXG,Finance
BHAT,Technology
FFIEW,Finance
OPXS,Consumer Discretionary Goods
LODE,Mining
ADTX,Biotechnology
LIQT,Technology
ADD,Technology
MTNB,Technology
GLSTR,Financial Services
PRG,Technology
SLRX,Biotechnology
MIGI,Consumer Services
BKTI,Technology
MAXN,Software
GHRS,Healthcare Services
NKGNW,Financial Services
UUU,Materials
PTHL,Technology
SNSE,Technology
ATNF,Finance
FOXO,Technology
HIMS,Healthcare Technology</s1>
HTOO,Technology
UIS,Industrials
BURU,Financial Services
PRFX,Finance
QSG,Technology
WLGS,Utilities
SXTP,Technology
MFI,Financials
OMEX,Real Estate Services
SOGP,Communications Services
GRDI,Information Technology
SYRS,Real Estate
MPLN,Energy
REBN,REITs - Real Estate Investment Trusts
ZTEK,Technology
KAVL,Technology
BTTR,Technology
HYLN,Information Technology
AISPW,Telecommunication Services
BKKT,Finance
BGFV,Financials
FGEN,Technology
AMBO,Utilities
ATCH,Technology
NUVL,Communication Services
GRRR,Technology/Media/Telecom
ADIL,Healthcare
CIFRW,Finance
PWUPW,Consumer Discretionary
ONMDW,Technology
EDU,Education Services
AWH,Healthcare Technology
SXTC,Technology
NBIS,Technology
GGR,Consumer Discretionary
ARQQW,Technology
CXAI,Technology
PGYWW,Telecommunications Services
GLUE,Technology
JXJT,Technology
CLNNW,Technology
HPH,Health Care
CSBR,Biotechnology
FAASW,Technology
WLDS,Technology
PGY,Healthcare
EZFL,Materials/Equity
IGMS,Healthcare Technology
CIA,Consumer Defensive
ELEV,Basic Materials
PROK,Technology
HCWB,Technology
STX,Technology
SNPX,Technology
AIFF,Finance
PTPI,Technology
BSLK,Technology
TYGO,Technology and Services
DUO,Technology
PEV,Technology
SISI,Consumer Discretionaries
QUBT,Technology
NWTN,Media & Entertainment
AUID,Finance
CYTHW,Retailing
RVSN,Technology
SDSTW,Technology
MYSZ,Technology
ZENA,Technology
NIU,Technology
EDAP,Medical Instruments & Supplies
ZKIN,Technology
JVA,Technology
AIRS,Technology
AMBI,Healthcare
LCFY,Real Estate and Mortgage Operators
MLGO,Technology
EONR,Technology
OP,Retail & Apparel
EVGN,Technology
IRON,Metals & Mining
EMKR,Semiconductors&Microdevices
SES,Technology
ZIM,Logistics/Transportation
PRQR,Technology
LYT,Industrial Goods/Services
CLIK,Software/Technology
DRMA,Consumer Cyclical
LTRY,Technology
BROG,Real Estate Investment Trusts (REITs)
VIOT,Technology
BDTX,Biotechnology
BWLP,Technology/Semiconductors
WW,"""Financial Services"""
MGOL,Sundial Growers
ELWS,Financial Services
GCT,Consumer Goods
ADVWW,Technology
IGTAW,IGT
EYPT,Technology
LICY,Communication Services
VVPR,Financial Services
LUCY,Technology
NKGN,healthcare
AVPTW,Communications Services
CDXS,Chemicals - Specialty/Basic Industries
MSS,Technology
TCS,Information Technology
PLL,Energy
PRCH,Financials
ALMS,Technology
TPIC,Materials
AADI,Technology
OPFI,Finance/Invest/Securities Services
NVVEW,Consumer Discretionary
MANH,Technology
SKYQ,Technology
CNEY,Technology
WBX,Technology
MSGM,Consumer Discretionary Goods - Apparel
BE,Basic Materials
HIHO,Technology
RGS,Banking
SHPH,Pharma
LUNRW,Technology
NKLA,Auto
LSH,Technology
ANRO,Energy
PC,Consumer Goods (Durables)
PAVMZ,Financial Services
APPS,Software/Technology
NKTX,Semiconductors & Semiconductor Equipment
ITP,Technology
TSBX,Finance & Credit Services
BAER,Technology
AMIX, Industrials
ASC,Transportation
HPKEW,Technology
INM,Finances/Real Estate
GDHG,Healthcare
AEHL,Technology
NRGV,Energy.
GPRE,Information Services
LAES,Energy
SDIG,Technology
TREE,Consumer Cyclical
PRLD,Industrials
VSEEW,Technology
BRNS,Finance
OUST,Consumer Services
TERN,Technology
SBSW,Energy
ALDX,Biotechnology
ORGO,Consumer Goods
SBEV,Technology
TROO,Consumer Discretionary
SMX,Technology
SILO,Technology
OCFT,Health Technology
ENVX,Clean Energy
APRE,Pharmaceuticals & Biotechnology
OPAD,Technology
SMSI,Basic Materials -> Industrial Metals & Minerals
JZ,Finance
TNXP,pharmaceuticals
ARM,Technology
ECX,Finance & Investment Services
WTO,Financial Services
CNVS,Technology
ADCT,Healthcare
LIFW,Financials
EAST,Technology
EU,Financials
IONR,Industrial Automation & Robotics
SERV,Finance/Real Estate
TTOO,Technology
EVR,Materials
MRVI,Information Technology
FNA,Financials
IREN,Energy / Oil & Gas Equipment
GUTS,Consumer Cyclical
EPIX,Technology
BBAI,Financial Services
PMVP,Health Care Services
GWH,Technology
SA,Consumer Discretionary
XPON,Technology
ATRA,Technology
IINNW,Telecom
KGEI,Technology
PHIO,Biotechnology
VFS,Finance/Consumer Services
KDLYW,Technology
HCAT,Technology
SPWH,Healthcare
OMIC,Biotechnology
CIFR,Technology
CHCI,Technology
GREE,Technology
HOWL,Technology
PLUG,Alternate Energy
ZJYL,Finance and Capital Markets
NVX,NQ XGen Healthtech & Sciences
BYON,Technology
NNOX,Technology
YXT,Technology
XYLO,Materials
TWST,Technology
ZAPP,Technology
TIGR,Technology
BITF,Finance
COCP,Consumer Services
CUTR,Real Estate
CERT,Technology
GSUN,Sustainable Agriculture
SYT,Technology
VITL,Technology Sector
SRFM,Finance
BCLI,Clean tech/Eco-Friendly Technology
HOUS,Financial Services
RR,Financials/Investment Services
ENSV,Technology
SKGRW,Consumer Discretionaries
LIPO,Health Care
INSW,Software
OM,Ore-Metals & Mining
CABA,InformationTechnology
KOSS,Materials
ABLLW,Telecommunications Services
CANF,Technology
PHR,Healthcare Services
TNK,Energy
AIXI,Energy
MTC,Technology
CHRS,Technology
SANW,Financial Services
DAVE,Technology
LUNR,Communication Services
HOVR,Media
SDA,Technology
MTEX,Technology
REKR,Technology
NRDY,Real Estate Investment Trusts (REIT) - Residential and Other
NEON,Financials
TSAT,Communication Services
TGL,Technology
HMY,Gold
IVVD,Consumer Cyclical
BLRX,Healthcare
ARBK,Banks
EPOW,Energy
COCH,Consumer Goods
BTDR,Technology
BDMD,Technology
ASTS,Healthcare
SCLX,Technology
CSIQ,Sustainable Energy & Green Technology
RVYL,Technology
BQ,Real Estate
ACDC,Technology
AEYE,Consumer Cyclical
SHCO,Biotechnology
NAK,Energy
BOOM,Consumer Discretionaries
SSL,Telecom Services
ATER,Technology Stocks
UNCY,Technology
CPS,Consumer Staples
PRPH,Pharmaceuticals
INTZ,Retailing & Specialty Retailing
VINC,Healthcare Services
RILYP,Technology
TEN,Technology
SPPL,Technology
APLD,Materials/Energy
ZURA,Technology
OTRK,BioTech
RAVE,Technology
HIVE,Technology
GRYP,Technology
KC,Healthcare
IMAB,Immuno-oncology
YTRA,Technology
API,Technology
HEPA,Pharmaceuticals/Healthcare
CATX,Technology
GSIT,Software
GOVXW,Financial Services
GLMD,Medical Technology
HKD,Finance
PARR,Financials
SKYX,Technology
ASTH,Biotechnology
COIN,Financial Services
SENS,Technology
ESGL,Technology
MGRX,Technology
PRLB,Technology
KNW,Technology
TNGX,Technology
KALU,Consumer Discretionaries
TRMD,Technology
ALCYW,Communication Services
IBIO,Biotechnology
BW,Financials
MTEM,Technology
TPCS,Industrial Goods/Services
BBLG,Information Technology
STSS,Technology
CPOP,Consumer Services
VGASW,Gaming & Interactive LEISURE
SOUN,Consumer Discretionary/Micro Cap
VRM,Technology
ATAI,Healthcare Services
ACHR,Consumer Services
TRSG,Technology
EQ,Equity Trading
ANY,Communication Services
BREA,Consumer Discretionary Services
LGHL,Healthcare
ODFL,Industrial Goods & Services
XCUR,Healthcare
SOPA,Finance/Investing
COE,Financial Services
SWIN,Technology
FUBO,Sports
EVTV,Sector: Technology
NTLA,Biotechnology
RLAY,Technology
TRUG,Technology
FBP,Finance - Banks
GOTU,Technology
WKSP,Technology
SRTS,Technology
GURE,Technology
ASRT,Technology
CTOR,Technology
INSE,Technology
SPAI,Information Technology
FRO,Maritime
ELBM,Biotechnology
PSNY,Consumer Discretionaries
MWG,Technology
TIL,Technology
CSGP,Financials
ACET,Technology
KVACW,Semiconductor/Computer Chips
LU,Transportation Services
DNN,Tecnology
XBP,Technology
MURA,Biotechnology
VHI,Financial Services
EBS,Industrials
PWM,Financials
ICU,Healthcare
CFBK,Finance
CNET,Technology Information Services & Software
SOND,Software & Services
LGHLW,Technology
AKA,Retailing
MCD,Consumer Services
LMFA,Financial Services
FMNB,Banking & Finance
POWW,Communication Services
GFI,Gold & Silver Mining
XAIR,Technology
MNDR,Media
FMST,Technology
PRTG,Healthcare
ONDS,"Information
-----------
Sector: Consumer Defensive"
CISO,Technology
WT,Materials
LTBR,Technology
YIBO,Technology
AEHR,Medical Services
VRCA,Real Estate
AHG,Aerospace/Defense
AZI,Technology
FATE,Information Technology
ARRY,Biotechnology
MYNZ,Technology
AMSC,Renewable Energy
DSWL,Technology
AVNW,Network & Communications Equipment
BB,Consumer Services
CRNC,Communications Equipment
EVOK,Technology
SLXNW,Energy
BCSAW,Technology
VSACW,Consumer Discretionary
GLSTW,Technology
HUBCZ,Utilities
SBFMW,Utilities
DIBS,Finance and Banks
CRBP,Biotechnology
GCTS,Consumer Discretionary Services - Retail Stores
NXU,Technology
PPTA,Technology
TECX,Technology
AFRM,Financials
SLI,Real Estate
BMRA,Materials
BAND,Technology
VERU,Biotechnology
PMNT,Technology
WKHS,Healthcare
SOAR,Technology
XBIT,Technology
MTEK,Technology
GNFT,Finance - Financial Services
HL,Technology
STNG,Suntech Power (STNG) - Solar Energy/Alternate Energy
CLSK,Consumer Discretionary Services
ODV,Software
SEED,Technology
SLDPW,Communication Services
ARBE,Clean Energy
PETS,Consumer Discretionary
NUTX,Technology
OTLK,Transportation
CELH,Consumer Defensive
XHG,Real Estate
ABEO,Technology
LZM,Materials
NLSP,Technology
NVRO,"""Healthcare"""
HROW,Financial Services
CIB,Technology
AZTA,Technology
HUSA,Technology
BLNK,Banking & Finance
MBUU,Construction Materials
PDD,Technology
YRD,Financial Data Service Providers & Processors
AUST,Finance
SYTA,Information Technology
HITI,Technology
HSAI,Information Technology
HSTM,Technology
UTHR,Healthcare Services
KSS,Retailing
PANW,Software and Services
ACCD,Communication Services
HUDI,Information Technology
POCI,Energy
MARA,Gaming
YJ,Finance
IMCC,Financial Services
CMCM,Technology
GBIO,Biotech
FFIE,Financials
SRV,Finance/Mortgage Banks
CTKB,Technology
EVLV,Healthcare
ALZN,Biotechnology
BMTX,Technology
MUA,Consumer Discretionary - Retail
EOSEW,Technology
BRKHW,Financial Services
GDC,Technology Services
NMRA,Healthcare
FEMY,Technology
ASTI,Semiconductors & Semiconductor Equipment
ZK,Technology
PMTS,Technology
UUUU,Copper
ATEC,"""Technology"""
LAAC,Technology
PYPD,Technology
RLYB,Finance/Investment Services
QIPT,Technology
RGEN,Genetics
TGTX,Technology
GNLX,Technology
BTCM,Consumer Discretionary Services
BCDA,Biotech
SONDW,Technology
AGL,Energy
DHT,Energy
LCID,Communication Services
PATH,Information Technology
CCJ,Mining industry
NCRA,Communication Services
CHPT,Technology
LPG,Energy
AIRT,Airlines/Aviation
SOBO,Technology
INBS,Financial Institutions
MTTR,Technology
UAA,Real Estate
NXE,Technology
LNZA,Technology
NOTV,Technology
IZM,Information Technology
SNGX,Technology
LITB,Financials
U,Utilities
NVOS,Technology
NVVE,Clean Technology
ANF,Fashion & Apparel
LUNA,Metallurgy & Minerals
FRES,Consumer Discretionary Goods & Services
LAC,Materials
AS,Telecommunication Services
NVNI,Technology
OPRX,Health Technology
GROY,Technology
SEG,Energy
PLSE,Software
VCIG,Consumer Services
KBR,"Energy/Oil & Gas Equip., Serv."
HYMC,Information Technology
THM,Energy
FSLR,Technology
BPTH,Healthcare Technology
POWL,Healthcare
ATHM,Technology
CMCL,Consumer Discretionary Goods & Services
ALLR,Communication Services
PDSB,Utilities
STKS,Technology
FOXX,Technology
ZENV,Clean Tech
BZFDW,Industrials
AVXL,Healthcare
ZONE,Technology
MNOV,Medicine & Therapeutics
MGRM,Technology
ZEO,Technology
OLMA,Technology
CYRX,Healthcare Services
RILYL,Energy
SPRY,Communication Services
PSIG,Energy
FCAP,Communication Services
PWP,Information Technology
OZ,Technology
EJH,Financial Services
HOLO,Biotechnology
JBK,Technology
THTX,Technology
ARLO,Technology
FLDDW,Technology
ARIS,Real Estate
SURG,Health Care
CMRE,Energy
NVNO,Finance
TMCI,Communication Services
