companyName,cik,symbol,targetedCompanyName,targetedCik,targetedSymbol,transactionDate,acceptanceTime,url
BANK OF AMERICA CORP /DE/,0000070858,BAC-PL,BANK OF AMERICA CORPORATION,0000070858,BAC,2005-08-02,2005-08-02 20:50:19,https://www.sec.gov/Archives/edgar/data/70858/000095012305009305/g96430sv4.htm
BANK OF AMERICA CORP /DE/,0000070858,BML-PL,BANK OF AMERICA CORPORATION,0000070858,BAC,2005-08-02,2005-08-02 20:50:19,https://www.sec.gov/Archives/edgar/data/70858/000095012305009305/g96430sv4.htm
BANK OF AMERICA CORP /DE/,0000070858,BAC-PM,BANK OF AMERICA CORPORATION,0000070858,BAC,2005-08-02,2005-08-02 20:50:19,https://www.sec.gov/Archives/edgar/data/70858/000095012305009305/g96430sv4.htm
BANK OF AMERICA CORP /DE/,0000070858,BACRP,BANK OF AMERICA CORPORATION,0000070858,BAC,2005-08-02,2005-08-02 20:50:19,https://www.sec.gov/Archives/edgar/data/70858/000095012305009305/g96430sv4.htm
BANK OF AMERICA CORP /DE/,0000070858,BML-PH,BANK OF AMERICA CORPORATION,0000070858,BAC,2005-08-02,2005-08-02 20:50:19,https://www.sec.gov/Archives/edgar/data/70858/000095012305009305/g96430sv4.htm
BANK OF AMERICA CORP /DE/,0000070858,BML-PG,BANK OF AMERICA CORPORATION,0000070858,BAC,2005-08-02,2005-08-02 20:50:19,https://www.sec.gov/Archives/edgar/data/70858/000095012305009305/g96430sv4.htm
BANK OF AMERICA CORP /DE/,0000070858,BAC-PN,BANK OF AMERICA CORPORATION,0000070858,BAC,2005-08-02,2005-08-02 20:50:19,https://www.sec.gov/Archives/edgar/data/70858/000095012305009305/g96430sv4.htm
BANK OF AMERICA CORP /DE/,0000070858,BAC-PB,BANK OF AMERICA CORPORATION,0000070858,BAC,2005-08-02,2005-08-02 20:50:19,https://www.sec.gov/Archives/edgar/data/70858/000095012305009305/g96430sv4.htm
"SB FINANCIAL GROUP, INC.",0000767405,SBFG,RURBAN,,RBNF,2005-07-26,2005-07-26 17:03:07,https://www.sec.gov/Archives/edgar/data/767405/000119312505149065/ds4.htm
"GERMAN AMERICAN BANCORP, INC.",0000714395,GABC,REVOCABILITY,,,2005-07-19,2005-07-19 16:53:46,https://www.sec.gov/Archives/edgar/data/714395/000114420405021991/v021694.htm
DZS INC.,0001101680,DZSI,ZHONE,,ZHNE,2005-07-15,2005-07-15 17:27:08,https://www.sec.gov/Archives/edgar/data/1101680/000119312505143212/ds4.htm
MR. COOPER GROUP INC.,0000933136,COOP,"WASTE MANAGEMENT, INC.",0000823768,WM,2005-07-01,2005-07-01 16:37:20,https://www.sec.gov/Archives/edgar/data/933136/000119312505136829/ds4.htm
DUKE ENERGY CORP,0001326160,DUK-PA,CINERGY,,,2005-06-30,2005-06-30 21:02:28,https://www.sec.gov/Archives/edgar/data/1326160/000104746905018582/a2160305zs-4.htm
ADOBE INC.,0000796343,ADBE,MACROMEDIA,,MACR,2005-06-28,2005-06-28 06:09:37,https://www.sec.gov/Archives/edgar/data/796343/000104746905018172/a2160070zs-4.htm
YELLOW CORP,0000716006,YELL,USF,,USF,2005-06-21,2005-06-21 16:38:16,https://www.sec.gov/Archives/edgar/data/84271/000119312505128663/ds4.htm
FNB CORP/PA/,0000037808,FNB-PE,NORTH EAST BANCSHARES,,,2005-06-21,2005-06-21 16:37:42,https://www.sec.gov/Archives/edgar/data/37808/000095015205005282/j1453401sv4.htm
FNB CORP/PA/,0000037808,FNB,NORTH EAST BANCSHARES,,,2005-06-21,2005-06-21 16:37:42,https://www.sec.gov/Archives/edgar/data/37808/000095015205005282/j1453401sv4.htm
ICAHN ENTERPRISES L.P.,0000813762,IEP,HIGHCREST,,,2005-06-21,2005-06-21 06:07:45,https://www.sec.gov/Archives/edgar/data/813762/000095012305007560/y09849sv4.htm
ASSOCIATED BANC-CORP,0000007789,ASB,STATE,,ASBC,2005-06-15,2005-06-15 17:28:38,https://www.sec.gov/Archives/edgar/data/7789/000119312505125918/ds4.htm
ASSOCIATED BANC-CORP,0000007789,ASB-PF,STATE,,ASBC,2005-06-15,2005-06-15 17:28:38,https://www.sec.gov/Archives/edgar/data/7789/000119312505125918/ds4.htm
ASSOCIATED BANC-CORP,0000007789,ASB-PE,STATE,,ASBC,2005-06-15,2005-06-15 17:28:38,https://www.sec.gov/Archives/edgar/data/7789/000119312505125918/ds4.htm
JEFFERIES FINANCIAL GROUP INC.,0000096223,JEF,MK RESOURCES,,LUK,2005-06-14,2005-06-14 17:16:52,https://www.sec.gov/Archives/edgar/data/96223/000090951805000412/jd6-14_s4.txt
BOISE CASCADE CO,0001328581,BCC,MADISON DEARBORN,,,2005-06-13,2005-06-13 16:24:05,https://www.sec.gov/Archives/edgar/data/1317436/000104746905017152/a2158705zs-4.htm
"NUANCE COMMUNICATIONS, INC.",0001002517,NUAN,WARBURG,,,2005-06-03,2005-06-03 16:08:14,https://www.sec.gov/Archives/edgar/data/1002517/000095013505003158/b55111s4sv4.htm
AMERICAN TOWER CORP /MA/,0001053507,AMT,ASTEROID,,SSI,2005-05-27,2005-05-27 16:41:05,https://www.sec.gov/Archives/edgar/data/1053507/000119312505116711/ds4.htm
CHEVRON CORP,0000093410,CVX,EXCHANGE,,,2005-05-26,2005-05-26 17:21:06,https://www.sec.gov/Archives/edgar/data/93410/000095014905000358/f09366sv4.htm
FIRST HORIZON CORP,0000036966,FHN-PD,WEST METRO,,2.,2005-05-24,2005-05-24 21:14:13,https://www.sec.gov/Archives/edgar/data/36966/000095011705002099/a39901.htm
FIRST HORIZON CORP,0000036966,FHN-PF,WEST METRO,,2.,2005-05-24,2005-05-24 21:14:13,https://www.sec.gov/Archives/edgar/data/36966/000095011705002099/a39901.htm
FIRST HORIZON CORP,0000036966,FHN,WEST METRO,,2.,2005-05-24,2005-05-24 21:14:13,https://www.sec.gov/Archives/edgar/data/36966/000095011705002099/a39901.htm
FIRST HORIZON CORP,0000036966,FHN-PE,FIRST HORIZON CORPORATION,0000036966,FHN,2005-05-24,2005-05-24 21:14:13,https://www.sec.gov/Archives/edgar/data/36966/000095011705002099/a39901.htm
FIRST HORIZON CORP,0000036966,FHN-PC,FIRST HORIZON CORPORATION,0000036966,FHN,2005-05-24,2005-05-24 21:14:13,https://www.sec.gov/Archives/edgar/data/36966/000095011705002099/a39901.htm
FIRST HORIZON CORP,0000036966,FHN-PB,WEST METRO,,2.,2005-05-24,2005-05-24 21:14:13,https://www.sec.gov/Archives/edgar/data/36966/000095011705002099/a39901.htm
GAMESTOP CORP.,0001326380,GME,"EVENTBRITE, INC.",0001475115,EB,2005-05-23,2005-05-23 17:15:13,https://www.sec.gov/Archives/edgar/data/1326380/000095012305006637/y09199sv4.htm
VALERO ENERGY CORP/TX,0001035002,VLO,PREMCOR,,,2005-05-19,2005-05-19 19:31:26,https://www.sec.gov/Archives/edgar/data/1035002/000104746905015275/a2158339zs-4.htm
ACCO BRANDS CORP,0000712034,ACCO,GEMINI ACQUISITION,,GBC,2005-05-13,2005-05-13 18:04:22,https://www.sec.gov/Archives/edgar/data/712034/000095013705005971/c94804sv4.htm
ENTEGRIS INC,0001101302,ENTG,NEW ENTEGRIS,,MYK,2005-05-06,2005-05-06 20:01:45,https://www.sec.gov/Archives/edgar/data/1101302/000119312505099548/ds4.htm
"AVID TECHNOLOGY, INC.",0000896841,AVID,PINNACLE SYSTEMS,,PCLE,2005-04-29,2005-04-29 16:18:18,https://www.sec.gov/Archives/edgar/data/896841/000104746905012339/a2155530zs-4.htm
NEXTERA ENERGY INC,0000753308,NEE-PP,GEXA CORP.,,WPRM,2005-04-28,2005-04-28 21:51:24,https://www.sec.gov/Archives/edgar/data/753308/000104746905011899/a2156967zs-4.htm
NEXTERA ENERGY INC,0000753308,NEE-PQ,GEXA CORP.,,WPRM,2005-04-28,2005-04-28 21:51:24,https://www.sec.gov/Archives/edgar/data/753308/000104746905011899/a2156967zs-4.htm
NEXTERA ENERGY INC,0000753308,NEE-PN,GEXA CORP.,,WPRM,2005-04-28,2005-04-28 21:51:24,https://www.sec.gov/Archives/edgar/data/753308/000104746905011899/a2156967zs-4.htm
NEXTERA ENERGY INC,0000753308,NEE,GEXA CORP.,,WPRM,2005-04-28,2005-04-28 21:51:24,https://www.sec.gov/Archives/edgar/data/753308/000104746905011899/a2156967zs-4.htm
CAPITAL ONE FINANCIAL CORP,0000927628,COF,HIBERNIA,,,2005-04-28,2005-04-28 17:04:12,https://www.sec.gov/Archives/edgar/data/927628/000119312505088740/ds4.htm
CAPITAL ONE FINANCIAL CORP,0000927628,COF-PI,HIBERNIA,,,2005-04-28,2005-04-28 17:04:12,https://www.sec.gov/Archives/edgar/data/927628/000119312505088740/ds4.htm
CAPITAL ONE FINANCIAL CORP,0000927628,COF-PK,HIBERNIA,,,2005-04-28,2005-04-28 17:04:12,https://www.sec.gov/Archives/edgar/data/927628/000119312505088740/ds4.htm
"VENTAS, INC.",0000740260,VTR,VTRP,,VTRP,2005-04-27,2005-04-27 17:19:01,https://www.sec.gov/Archives/edgar/data/740260/000104746905011607/a2156216zs-4.htm
"MATCH GROUP, INC.",0000891103,MTCH,MARRIOTT CITY,,,2005-04-26,2005-04-26 17:24:22,https://www.sec.gov/Archives/edgar/data/891103/000104746905011447/a2156315zs-4.htm
"RYMAN HOSPITALITY PROPERTIES, INC.",0001040829,RHP,HOTEL NASHVILLE,,,2005-04-22,2005-04-22 15:45:30,https://www.sec.gov/Archives/edgar/data/1040829/000095014405004245/g94405sv4.htm
PROASSURANCE CORP,0001127703,PRA,NCP,,NCP,2005-04-19,2005-04-19 15:46:16,https://www.sec.gov/Archives/edgar/data/1127703/000095014405004039/g94584sv4.txt
CELANESE CORP,0001306830,CE,HOECHST,,,2005-04-13,2005-04-13 17:02:44,https://www.sec.gov/Archives/edgar/data/1306830/000095013605002027/file001.htm
VERIZON COMMUNICATIONS INC,0000732712,VZ,SBC,,MCIP,2005-04-11,2005-04-11 22:00:41,https://www.sec.gov/Archives/edgar/data/732712/000119312505074187/ds4.htm
FIRST BUSEY CORP /NV/,0000314489,BUSE,INCENTIVE PLANS,,,2005-04-07,2005-04-07 17:20:16,https://www.sec.gov/Archives/edgar/data/314489/000095013705004216/c93714sv4.htm
YELLOW CORP,0000716006,YELL,RULE,,USFC,2005-04-01,2005-04-01 16:24:22,https://www.sec.gov/Archives/edgar/data/716006/000119312505068332/ds4.htm
COOPER-STANDARD HOLDINGS INC.,0001320461,CPS,HOLM INDUSTRIES,,,2005-03-31,2005-03-31 15:33:40,https://www.sec.gov/Archives/edgar/data/1320459/000095013605001786/file001.htm
ONTO INNOVATION INC.,0000704532,ONTO,RUDOLPH,,NANO,2005-03-28,2005-03-28 17:30:04,https://www.sec.gov/Archives/edgar/data/704532/000119312505062165/ds4.htm
"CONNECTONE BANCORP, INC.",0000712771,CNOBP,UNION CENTER,,,2005-03-24,2005-03-24 14:00:36,https://www.sec.gov/Archives/edgar/data/712771/000114420405008679/v014808_s4.txt
"CONNECTONE BANCORP, INC.",0000712771,CNOB,UNION CENTER,,,2005-03-24,2005-03-24 14:00:36,https://www.sec.gov/Archives/edgar/data/712771/000114420405008679/v014808_s4.txt
SEACOAST BANKING CORP OF FLORIDA,0000730708,SBCF,CENTURY NATIONAL BANK.,,,2005-03-18,2005-03-18 17:26:01,https://www.sec.gov/Archives/edgar/data/730708/000095014405002848/g93886sv4.htm
AT&T INC.,0000732717,T-PC,AT&T INC.,0000732717,T,2005-03-11,2005-03-11 17:26:41,https://www.sec.gov/Archives/edgar/data/732717/000095012305003016/y04651sv4.htm
AT&T INC.,0000732717,T,SBC COMMUNICATIONS INC.,,,2005-03-11,2005-03-11 17:26:41,https://www.sec.gov/Archives/edgar/data/732717/000095012305003016/y04651sv4.htm
AT&T INC.,0000732717,TBC,AT&T INC.,0000732717,T,2005-03-11,2005-03-11 17:26:41,https://www.sec.gov/Archives/edgar/data/732717/000095012305003016/y04651sv4.htm
AT&T INC.,0000732717,T-PA,AT&T INC.,0000732717,T,2005-03-11,2005-03-11 17:26:41,https://www.sec.gov/Archives/edgar/data/732717/000095012305003016/y04651sv4.htm
AT&T INC.,0000732717,TBB,AT&T INC.,0000732717,T,2005-03-11,2005-03-11 17:26:41,https://www.sec.gov/Archives/edgar/data/732717/000095012305003016/y04651sv4.htm
RIVERVIEW BANCORP INC,0001041368,RVSB,COMMUNITY BANK,,AMPB,2005-03-03,2005-03-03 17:10:57,https://www.sec.gov/Archives/edgar/data/1041368/000093905705000056/s4030305.txt
JOHNSON & JOHNSON,0000200406,JNJ,GUIDANT,,,2005-02-16,2005-02-16 16:29:52,https://www.sec.gov/Archives/edgar/data/200406/000095012305001922/y04035sv4.htm
NORTONLIFELOCK INC.,0000849399,NLOK,SYMANTEC,,SYMC,2005-02-11,2005-02-11 06:23:20,https://www.sec.gov/Archives/edgar/data/849399/000089161805000144/f04823orsv4.htm
VALLEY NATIONAL BANCORP,0000714310,VLYPP,VALLEY NATIONAL BANCORP,0000714310,VLY,2005-02-09,2005-02-09 21:59:36,https://www.sec.gov/Archives/edgar/data/714310/000095011705000560/a39219.htm
VALLEY NATIONAL BANCORP,0000714310,VLYPO,VALLEY NATIONAL BANCORP,0000714310,VLY,2005-02-09,2005-02-09 21:59:36,https://www.sec.gov/Archives/edgar/data/714310/000095011705000560/a39219.htm
VALLEY NATIONAL BANCORP,0000714310,VLY,RULE,,,2005-02-09,2005-02-09 21:59:36,https://www.sec.gov/Archives/edgar/data/714310/000095011705000560/a39219.htm
WILSON BANK HOLDING CO,0000885275,WBHC,COMMUNITY BANK,,,2005-02-04,2005-02-04 12:54:17,https://www.sec.gov/Archives/edgar/data/885275/000095014405000846/g93007sv4.htm
BERKSHIRE HILLS BANCORP INC,0001108134,BHLB,WORONOCO,,,2005-02-03,2005-02-03 17:29:43,https://www.sec.gov/Archives/edgar/data/1108134/000119312505018786/ds4.htm
"PYXUS INTERNATIONAL, INC.",0000939930,PYYX,INC. PROPOSALS,,DIMON,2005-01-20,2005-01-20 14:11:24,https://www.sec.gov/Archives/edgar/data/939930/000119312505008729/ds4.htm
WILSON BANK HOLDING CO,0000885275,WBHC,TRUST.,,,2005-01-10,2005-01-10 17:22:24,https://www.sec.gov/Archives/edgar/data/885275/000095014405000184/g92686sv4.htm
"GADSDEN PROPERTIES, INC.",0000711665,GADS,PROCYTE,,PHMD,2005-01-05,2005-01-05 21:44:27,https://www.sec.gov/Archives/edgar/data/711665/000114420405000440/v010653_forms-4.htm
"NORTHERN OIL & GAS, INC.",0001104485,NOG,KENTEX PETROLEUM,,,2005-01-03,2005-01-03 17:24:38,https://www.sec.gov/Archives/edgar/data/1104485/000101041205000001/s4final.txt
WELLS FARGO & COMPANY/MN,0000072971,WFC-PD,WELLS FARGO & COMPANY,0000072971,WFC,2004-12-22,2004-12-22 16:05:07,https://www.sec.gov/Archives/edgar/data/72971/000119312504218419/ds4.htm
WELLS FARGO & COMPANY/MN,0000072971,WFC-PR,WELLS FARGO & COMPANY,0000072971,WFC,2004-12-22,2004-12-22 16:05:07,https://www.sec.gov/Archives/edgar/data/72971/000119312504218419/ds4.htm
WELLS FARGO & COMPANY/MN,0000072971,WFC-PQ,WELLS FARGO & COMPANY,0000072971,WFC,2004-12-22,2004-12-22 16:05:07,https://www.sec.gov/Archives/edgar/data/72971/000119312504218419/ds4.htm
WELLS FARGO & COMPANY/MN,0000072971,WFC-PL,WELLS FARGO & COMPANY,0000072971,WFC,2004-12-22,2004-12-22 16:05:07,https://www.sec.gov/Archives/edgar/data/72971/000119312504218419/ds4.htm
WELLS FARGO & COMPANY/MN,0000072971,WFC-PY,WELLS FARGO & COMPANY,0000072971,WFC,2004-12-22,2004-12-22 16:05:07,https://www.sec.gov/Archives/edgar/data/72971/000119312504218419/ds4.htm
WELLS FARGO & COMPANY/MN,0000072971,WFC-PZ,WELLS FARGO & COMPANY,0000072971,WFC,2004-12-22,2004-12-22 16:05:07,https://www.sec.gov/Archives/edgar/data/72971/000119312504218419/ds4.htm
WELLS FARGO & COMPANY/MN,0000072971,WFC-PA,WELLS FARGO & COMPANY,0000072971,WFC,2004-12-22,2004-12-22 16:05:07,https://www.sec.gov/Archives/edgar/data/72971/000119312504218419/ds4.htm
WELLS FARGO & COMPANY/MN,0000072971,WFC,MESSRS. HARRISON,,,2004-12-22,2004-12-22 16:05:07,https://www.sec.gov/Archives/edgar/data/72971/000119312504218419/ds4.htm
WELLS FARGO & COMPANY/MN,0000072971,WFCNP,WELLS FARGO & COMPANY,0000072971,WFC,2004-12-22,2004-12-22 16:05:07,https://www.sec.gov/Archives/edgar/data/72971/000119312504218419/ds4.htm
WELLS FARGO & COMPANY/MN,0000072971,WFC-PC,WELLS FARGO & COMPANY,0000072971,WFC,2004-12-22,2004-12-22 16:05:07,https://www.sec.gov/Archives/edgar/data/72971/000119312504218419/ds4.htm
CTS CORP,0000026058,CTS,INSIDER PARTICIPATION,,SMTEK,2004-12-09,2004-12-09 21:40:40,https://www.sec.gov/Archives/edgar/data/26058/000095015204008869/l10957asv4.txt
LAMAR ADVERTISING CO/NEW,0001090425,LAMR,OBIE MEDIA CORPORATION,,,2004-12-02,2004-12-02 14:03:15,https://www.sec.gov/Archives/edgar/data/1090425/000095013504005547/b51940s4sv4.htm
SCOTTS MIRACLE-GRO CO,0000825542,SMG,JOHN KENLON,,,2004-11-24,2004-11-24 19:42:49,https://www.sec.gov/Archives/edgar/data/825542/000095015204008597/l10622bsv4.htm
CAMDEN PROPERTY TRUST,0000906345,CPT,TERMINATION EXPENSES,,,2004-11-23,2004-11-23 20:01:09,https://www.sec.gov/Archives/edgar/data/906345/000095013404018131/d20387sv4.htm
CAMDEN PROPERTY TRUST,0000906345,CPT,TERMINATION EXPENSES,,,2004-11-23,2004-11-23 20:00:36,https://www.sec.gov/Archives/edgar/data/906345/000095013404018130/d20386sv4.htm
NUSTAR ENERGY L.P.,0001110805,NS-PA,29723,0000000000,VLI,2004-11-23,2004-11-23 17:25:46,https://www.sec.gov/Archives/edgar/data/1110805/000104746904035124/a2146999zs-4.htm
NUSTAR ENERGY L.P.,0001110805,NS-PB,29723,0000000000,VLI,2004-11-23,2004-11-23 17:25:46,https://www.sec.gov/Archives/edgar/data/1110805/000104746904035124/a2146999zs-4.htm
NUSTAR ENERGY L.P.,0001110805,NSS,29723,0000000000,VLI,2004-11-23,2004-11-23 17:25:46,https://www.sec.gov/Archives/edgar/data/1110805/000104746904035124/a2146999zs-4.htm
NUSTAR ENERGY L.P.,0001110805,NS-PC,29723,0000000000,VLI,2004-11-23,2004-11-23 17:25:46,https://www.sec.gov/Archives/edgar/data/1110805/000104746904035124/a2146999zs-4.htm
NUSTAR ENERGY L.P.,0001110805,NS,29723,0000000000,VLI,2004-11-23,2004-11-23 17:25:46,https://www.sec.gov/Archives/edgar/data/1110805/000104746904035124/a2146999zs-4.htm
FNB CORP/PA/,0000037808,FNB,NSD BANCORP,,NSD,2004-11-12,2004-11-12 16:42:51,https://www.sec.gov/Archives/edgar/data/37808/000095012804001104/j1009001sv4.htm
FNB CORP/PA/,0000037808,FNB-PE,NSD BANCORP,,NSD,2004-11-12,2004-11-12 16:42:51,https://www.sec.gov/Archives/edgar/data/37808/000095012804001104/j1009001sv4.htm
YELLOW CORP,0000716006,YELL,ROADWAY CORPORATION,,,2004-10-27,2004-10-27 12:55:42,https://www.sec.gov/Archives/edgar/data/84271/000119312504179111/ds4.htm
MGM RESORTS INTERNATIONAL,0000789570,MGM,MANDALAY,,,2004-10-20,2004-10-20 14:11:59,https://www.sec.gov/Archives/edgar/data/789570/000095015304002198/p69732orsv4.htm
PREMIER FINANCIAL CORP,0000946647,PFC,COMBANC,,FDEF,2004-10-19,2004-10-19 14:04:32,https://www.sec.gov/Archives/edgar/data/946647/000091431704003749/s4-63389_firstdefiance.txt
"FIRST BANCORP, INC /ME/",0000765207,FNLC,"THE FIRST BANCORP, INC.",0000765207,FNLC,2004-10-15,2004-10-15 17:06:14,https://www.sec.gov/Archives/edgar/data/765207/000076520704000049/s4fnlc15oct2004.txt
WESBANCO INC,0000203596,WSBCP,WINTON SAVINGS LOAN CO.,,,2004-10-13,2004-10-13 21:12:41,https://www.sec.gov/Archives/edgar/data/203596/000119312504171026/ds4.htm
MGM RESORTS INTERNATIONAL,0000789570,MGM,MANDALAY,,,2004-10-12,2004-10-12 21:01:44,https://www.sec.gov/Archives/edgar/data/789570/000095012404004786/p69703sv4.htm
MARATHON OIL CORP,0000101778,MRO,INC. APPROVAL,,LLC,2004-10-12,2004-10-12 17:09:20,https://www.sec.gov/Archives/edgar/data/101778/000119312504170233/ds4.htm
RENASANT CORP,0000715072,RNST,PEOPLES,,PHC,2004-10-06,2004-10-06 17:13:55,https://www.sec.gov/Archives/edgar/data/715072/000119312504167705/ds4.htm
FIFTH THIRD BANCORP,0000035527,FITBI,FIFTH THIRD BANCORP,0000035527,FITB,2004-09-24,2004-09-24 17:26:29,https://www.sec.gov/Archives/edgar/data/35527/000119312504161618/ds4.htm
FIFTH THIRD BANCORP,0000035527,FITB,SECTIONS,,FLB,2004-09-24,2004-09-24 17:26:29,https://www.sec.gov/Archives/edgar/data/35527/000119312504161618/ds4.htm
FIFTH THIRD BANCORP,0000035527,FITBP,FIFTH THIRD BANCORP,0000035527,FITB,2004-09-24,2004-09-24 17:26:29,https://www.sec.gov/Archives/edgar/data/35527/000119312504161618/ds4.htm
FIFTH THIRD BANCORP,0000035527,FITBO,FIFTH THIRD BANCORP,0000035527,FITB,2004-09-24,2004-09-24 17:26:29,https://www.sec.gov/Archives/edgar/data/35527/000119312504161618/ds4.htm
MOSAIC CO,0001285785,MOS,PLP,,IGL,2004-09-24,2004-09-24 17:13:16,https://www.sec.gov/Archives/edgar/data/1285785/000119312504161599/ds4.htm
UNITED COMMUNITY BANKS INC,0000857855,UCBI,LIBERTY,,,2004-09-21,2004-09-21 18:41:14,https://www.sec.gov/Archives/edgar/data/857855/000104746904029254/a2143570zs-4.htm
UNITED COMMUNITY BANKS INC,0000857855,UCBIO,"UNITED COMMUNITY BANKS, INC.",0000857855,UCBI,2004-09-21,2004-09-21 18:41:14,https://www.sec.gov/Archives/edgar/data/857855/000104746904029254/a2143570zs-4.htm
"OPTION CARE HEALTH, INC.",0001014739,OPCH,BIOPLUS ACQUISITION CORP.,0001856653,BIOS,2004-09-17,2004-09-17 15:33:08,https://www.sec.gov/Archives/edgar/data/1014739/000108935504000229/a8643_s4.htm
NOV INC.,0001021860,NOV,VARCO,,VRC,2004-09-16,2004-09-16 17:16:15,https://www.sec.gov/Archives/edgar/data/1021860/000095012904007119/h18318sv4.htm
WEBSTER FINANCIAL CORP,0000801337,WBS-PG,INC.,,,2004-09-10,2004-09-10 17:22:43,https://www.sec.gov/Archives/edgar/data/801337/000095013304003467/w01618sv4.htm
WEBSTER FINANCIAL CORP,0000801337,WBS,INC.,,,2004-09-10,2004-09-10 17:22:43,https://www.sec.gov/Archives/edgar/data/801337/000095013304003467/w01618sv4.htm
"ITRON, INC.",0000780571,ITRI,SCHLUMBERGER ELECTRICITY,,,2004-09-03,2004-09-03 06:09:18,https://www.sec.gov/Archives/edgar/data/780571/000119312504151644/ds4.htm
FRANKLIN STREET PROPERTIES CORP /MA/,0001031316,FSP,FRANKLIN STREET PROPERTIES CORP.,0001031316,FSP,2004-09-01,2004-09-01 20:02:23,https://www.sec.gov/Archives/edgar/data/1031316/000117152004000315/eps1515.txt
CAPITAL CITY BANK GROUP INC,0000726601,CCBG,MERCHANTS,,,2004-08-27,2004-08-27 17:19:58,https://www.sec.gov/Archives/edgar/data/726601/000095014404008704/g90730sv4.htm
"COEUR MINING, INC.",0000215466,CDE,COEUR D’ALENE,,WRM,2004-08-23,2004-08-23 18:58:25,https://www.sec.gov/Archives/edgar/data/215466/000095012904006403/v00906sv4.htm
"COOPER COMPANIES, INC.",0000711404,COO,"OCLARO, INC.",0001110647,OCLR,2004-08-20,2004-08-20 16:51:21,https://www.sec.gov/Archives/edgar/data/711404/000119312504144510/ds4.htm
WINTRUST FINANCIAL CORP,0001015328,WTFC,TOWN BANKSHARES,,,2004-08-19,2004-08-19 19:48:39,https://www.sec.gov/Archives/edgar/data/1015328/000091384904000546/s4_081204.txt
WINTRUST FINANCIAL CORP,0001015328,WTFCP,WINTRUST FINANCIAL CORPORATION,0001015328,WTFC,2004-08-19,2004-08-19 19:48:39,https://www.sec.gov/Archives/edgar/data/1015328/000091384904000546/s4_081204.txt
WINTRUST FINANCIAL CORP,0001015328,WTFCM,WINTRUST FINANCIAL CORPORATION,0001015328,WTFC,2004-08-19,2004-08-19 19:48:39,https://www.sec.gov/Archives/edgar/data/1015328/000091384904000546/s4_081204.txt
SIMON PROPERTY GROUP INC /DE/,0001063761,SPG,CRESCENT POINT ENERGY CORP.,0001545851,CPG,2004-08-13,2004-08-13 17:22:18,https://www.sec.gov/Archives/edgar/data/1063761/000104746904026534/a2141654zs-4.htm
SIMON PROPERTY GROUP INC /DE/,0001063761,SPG-PJ,"SIMON PROPERTY GROUP, INC.",0001063761,SPG,2004-08-13,2004-08-13 17:22:18,https://www.sec.gov/Archives/edgar/data/1063761/000104746904026534/a2141654zs-4.htm
"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,PNC-PP,RIGGS,,,2004-08-11,2004-08-11 09:38:39,https://www.sec.gov/Archives/edgar/data/713676/000119312504137503/ds4.htm
"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,PNC,RIGGS,,,2004-08-11,2004-08-11 09:38:39,https://www.sec.gov/Archives/edgar/data/713676/000119312504137503/ds4.htm
WINTRUST FINANCIAL CORP,0001015328,WTFCP,WINTRUST FINANCIAL CORPORATION,0001015328,WTFC,2004-07-29,2004-07-29 17:10:37,https://www.sec.gov/Archives/edgar/data/1015328/000091384904000490/s4_070904.txt
WINTRUST FINANCIAL CORP,0001015328,WTFC,NORTHVIEW BANK,,,2004-07-29,2004-07-29 17:10:37,https://www.sec.gov/Archives/edgar/data/1015328/000091384904000490/s4_070904.txt
WINTRUST FINANCIAL CORP,0001015328,WTFCM,WINTRUST FINANCIAL CORPORATION,0001015328,WTFC,2004-07-29,2004-07-29 17:10:37,https://www.sec.gov/Archives/edgar/data/1015328/000091384904000490/s4_070904.txt
MGM RESORTS INTERNATIONAL,0000789570,MGM,MANDALAY,,,2004-07-21,2004-07-21 19:11:43,https://www.sec.gov/Archives/edgar/data/789570/000095015304001694/p69369sv4.htm
"CIVISTA BANCSHARES, INC.",0000944745,CIVB,FNB,,FCZA,2004-07-19,2004-07-19 17:26:35,https://www.sec.gov/Archives/edgar/data/944745/000095015204005450/l08474asv4.txt
FNB CORP/PA/,0000037808,FNB-PE,SLIPPERY ROCK FINANCIAL CORPORATION 11:00,,,2004-06-16,2004-06-16 14:51:59,https://www.sec.gov/Archives/edgar/data/37808/000095012804000621/j0802801sv4.txt
FNB CORP/PA/,0000037808,FNB,SLIPPERY ROCK FINANCIAL CORPORATION 11:00,,,2004-06-16,2004-06-16 14:51:59,https://www.sec.gov/Archives/edgar/data/37808/000095012804000621/j0802801sv4.txt
PIONEER NATURAL RESOURCES CO,0001038357,PXD,EATON VANCE SHORT DURATION DIVERSIFIED INCOME FUND,0001287498,EVG,2004-06-14,2004-06-14 12:27:39,https://www.sec.gov/Archives/edgar/data/1038357/000095013404008759/d15887sv4.htm
"STEEL CONNECT, INC.",0000914712,STCN,CMGI,,,2004-06-10,2004-06-10 21:45:53,https://www.sec.gov/Archives/edgar/data/914712/000119312504101829/ds4.htm
BOYD GAMING CORP,0000906553,BYD,COAST CASINOS,,,2004-06-10,2004-06-10 16:07:18,https://www.sec.gov/Archives/edgar/data/906553/000119312504101640/ds4.htm
